ID,Metric Name,Definition,Footnote,Calculation,Usage Guidance,Primary Impact Category,Cross-Category,Impact Category & Theme,Agriculture,Smallholder Agriculture,Sustainable Agriculture,Food Security,Air,Clean Air,Biodiversity and Ecosystems,Biodiversity and Ecosystem Conservation,Climate,Climate Change Mitigation,Climate Resilience and Adaptation,Diversity and Inclusion,Gender Lens,Racial Equity,Education,Access to Quality Education,Employment,Quality Jobs,Energy,Energy Access,Clean Energy,Energy Efficiency,Financial Services,Financial Inclusion,Health,Access to Quality Healthcare,Nutrition,Infrastructure,Resilient Infrastructure,Land,Natural Resources Conservation,Sustainable Land Management,Sustainable Forestry,Oceans and Coastal Zones,Marine Resources Conservation & Management,Pollution,Pollution Prevention,Real Estate,Affordable Quality Housing,Green Buildings,Waste,Waste Management,Water,"Water, Sanitation and Hygiene (WASH)",Sustainable Water Management,Social and/or Environmental Focus,Environmental,Social,Section,Subsection,Citation,Metric Type,Related Metrics,Metric Level,Metric Quantity Type,Reporting Format,SDGs,SDG 1: No Poverty,SDG Target 1.1.,SDG Target 1.2.,SDG Target 1.3.,SDG Target 1.4.,SDG Target 1.5.,SDG Target 1.a.,SDG Target 1.b.,SDG 2: Zero Hunger,SDG Target 2.1.,SDG Target 2.2.,SDG Target 2.3.,SDG Target 2.4.,SDG Target 2.5.,SDG Target 2.a.,SDG Target 2.b.,SDG Target 2.c.,SDG 3: Good Health and Well-being,SDG Target 3.1.,SDG Target 3.2.,SDG Target 3.3.,SDG Target 3.4.,SDG Target 3.5.,SDG Target 3.6.,SDG Target 3.7.,SDG Target 3.8.,SDG Target 3.9.,SDG Target 3.a.,SDG Target 3.b.,SDG Target 3.c.,SDG Target 3.d.,SDG 4: Quality Education,SDG Target 4.1.,SDG Target 4.2.,SDG Target 4.3.,SDG Target 4.4.,SDG Target 4.5.,SDG Target 4.6.,SDG Target 4.7.,SDG Target 4.a.,SDG Target 4.b.,SDG Target 4.c.,SDG 5: Gender Equality,SDG Target 5.1.,SDG Target 5.2.,SDG Target 5.3.,SDG Target 5.4.,SDG Target 5.5.,SDG Target 5.6.,SDG Target 5.a.,SDG Target 5.b.,SDG Target 5.c.,SDG 6: Clean Water and Sanitation,SDG Target 6.1.,SDG Target 6.2.,SDG Target 6.3.,SDG Target 6.4.,SDG Target 6.5.,SDG Target 6.6.,SDG Target 6.a.,SDG Target 6.b.,SDG 7: Affordable and Clean Energy,SDG Target 7.1.,SDG Target 7.2.,SDG Target 7.3.,SDG Target 7.a.,SDG Target 7.b.,SDG 8: Decent Work and Economic Growth,SDG Target 8.1.,SDG Target 8.2.,SDG Target 8.3.,SDG Target 8.4.,SDG Target 8.5.,SDG Target 8.6.,SDG Target 8.7.,SDG Target 8.8.,SDG Target 8.9.,SDG Target 8.10,SDG Target 8.a.,SDG Target 8.b.,"SDG 9: Industry, Innovation and Infrastructure",SDG Target 9.1.,SDG Target 9.2.,SDG Target 9.3.,SDG Target 9.4.,SDG Target 9.5.,SDG Target 9.a.,SDG Target 9.b.,SDG Target 9.c.,SDG 10: Reduced Inequalities,SDG Target 10.1.,SDG Target 10.2.,SDG Target 10.3.,SDG Target 10.4.,SDG Target 10.5.,SDG Target 10.6.,SDG Target 10.7.,SDG Target 10.a.,SDG Target 10.b.,SDG Target 10.c.,SDG 11: Sustainable Cities and Communities,SDG Target 11.1.,SDG Target 11.2.,SDG Target 11.3.,SDG Target 11.4.,SDG Target 11.5.,SDG Target 11.6.,SDG Target 11.7.,SDG Target 11.a.,SDG Target 11.b.,SDG Target 11.c.,SDG 12: Responsible Consumption and Production,SDG Target 12.1.,SDG Target 12.2.,SDG Target 12.3.,SDG Target 12.4.,SDG Target 12.5.,SDG Target 12.6.,SDG Target 12.7.,SDG Target 12.8.,SDG Target 12.a.,SDG Target 12.b.,SDG Target 12.c.,SDG 13: Climate Action,SDG Target 13.1.,SDG Target 13.2.,SDG Target 13.3.,SDG Target 13.a.,SDG Target 13.b.,SDG 14: Life Below Water,SDG Target 14.1.,SDG Target 14.2.,SDG Target 14.3.,SDG Target 14.4.,SDG Target 14.5.,SDG Target 14.6.,SDG Target 14.7.,SDG Target 14.a.,SDG Target 14.b.,SDG Target 14.c.,SDG 15: Life on Land,SDG Target 15.1.,SDG Target 15.2.,SDG Target 15.3.,SDG Target 15.4.,SDG Target 15.5.,SDG Target 15.6.,SDG Target 15.7.,SDG Target 15.8.,SDG Target 15.9.,SDG Target 15.a.,SDG Target 15.b.,SDG Target 15.c.,"SDG 16: Peace, Justice and Institutions",SDG Target 16.1.,SDG Target 16.2.,SDG Target 16.3.,SDG Target 16.4.,SDG Target 16.5.,SDG Target 16.6.,SDG Target 16.7.,SDG Target 16.8.,SDG Target 16.9.,SDG Target 16.10.,SDG Target 16.a.,SDG Target 16.b.,SDG 17: Partnerships for the Goals,Dimensions of Impact,What,Who,How Much Scale,How Much Depth,How Much Duration,Contribution Depth,Contribution Duration,Risk,JII Impact Indicators,JII Gender,JII Jobs,JII Climate,Aligned JII Indicators,JII Guidance,Stakeholders,Clients,Distributors,Employees,Environment,Suppliers,Operational Impact,Environmental Policies & Performance,Social Policies & Performance,Governance & Ownership,Investment Lens,Gender,Geographic Setting,Minority and Disabled,Poverty Level,Small-and-Medium Enterprises,Financials,Balance Sheet,Cash Flow,Income Statement,Other Financial,IRIS Reports,Reporting Info,Organization Info,Discontinued Metrics
FP2460,Gross Incurred Claims,Value of the organization’s gross incurred claims as of the end of the reporting period.,Organizations should footnote all assumptions used. See usage guidance for further information.,Benefits paid during the reporting period + Total reserves at the beginning of the reporting period – Total reserves as of the end of the reporting period,"This metric is intended to capture incurred claims, which occur when an insured event has happened for which the insurer may be liable if a claim is made. An insurer is usually not aware of all incurred claims in real time or for a current accounting period.

Incurred claims include all gross paid claims during the period, plus a reasonable estimate of unpaid liabilities. Unpaid liabilities can be calculated as a sum of the change in reserves (including the reserve of claims incurred but not reported), course of settlement reserve, and accrued liabilities reserve.

This metric is used in calculating Incurred Claims Ratio (FP8478), which helps assess the value of an insurance product per premium paid.",Financial Services,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,X,Financial Performance,Balance Sheet,"IRIS, 2021. Gross Incurred Claims (FP2460). v5.2.",Metric,,"Product/Service, Organization",Stock,Reporting Currency (OD5990),,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
FP4373,Gross Margin,Percentage of revenue that the organization retains after incurring the direct costs associated with the production/delivery of its products/services during the reporting period.,,"= [ Total Revenue (FP6510) – Cost of Goods Sold (FP9049) ] / Total Revenue (FP6510) × 100
or
= Gross Profit (FP7629) / Total Revenue (FP6510) × 100","This metric is intended to capture gross margin during the reporting period, or the percentage profitability of a sale of products or services that incurs only direct costs (excluding, that is, costs such as operating overheads or research and development).",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Financial Performance,"Ratios, Concepts, and Calculations","IRIS, 2021. Gross Margin (FP4373). v5.2.",Metric,,Organization,Stock,Decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
FP7629,Gross Profit,Value of the organization's residual profit after incurring the direct costs associated with the production/delivery of products/services during the reporting period.,,= Total Revenue (FP6510) - Cost of Goods Sold (FP9049),"This metric is intended to capture the gross profit from the sale of products or services during the reporting period, accounting only for direct costs of sale (excluding, that is, costs such as operating overheads or research and development).",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Financial Performance,Income Statement,"IRIS, 2021. Gross Profit (FP7629). v5.2.",Metric,,Organization,Flow,Reporting Currency (OD5990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
OI8115,Gross Written Premium,Amount of total insurance premium written or sold by the organization during the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the amount of insurance premium written or sold by the organization during the reporting period. Organizations issuing insurance policies directly should report the amount of premium written, while organizations selling insurance policies underwritten by another organization may instead report the value of premiums sold.

This metric is a proxy for resources of an insurer allocated to insurance policies.",Health,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,Operational Impact,,"IRIS, 2022. Gross Written Premium (OI8115). v5.3.",,,Organization,Flow,Number of Metric Tons of CO2 Equivalent,,X,,,,X,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI2073,Hazardous Waste Avoided,"Amount of hazardous waste avoided through refurbishing, reusing, and recycling as part of delivering or developing the organization's products and services during the reporting period.",Organizations should footnote all assumptions used.,,"This metric is intended to capture hazardous waste avoided as a result of substituting recycled materials in the organization's products and services. Organizations should report the total amount of hazardous waste avoided for all products and services delivered or developed during the reporting period.

Hazardous waste is defined as refuse that could present dangers by contaminating and polluting the environment. It requires special disposal techniques to make it harmless or less dangerous. Specific classification of hazardous waste, which organizations should footnote, is typically defined by local legislation.

Organizations that offer recycling services should report hazardous waste avoided as a result of the organization's delivery of hazardous waste recycling services. 

In some contexts, this metric can serve as an indicator of whether the outcome being sought by an investor or organization is occurring (the WHAT dimension of impact). For more on the alignment of IRIS metrics to the five dimensions of impact, see IRIS+ and the Five Dimensions of Impact (https://iris.thegiin.org/document/iris-and-the-five-dimensions/). No single metric is sufficient to understand an impact; rather, metrics are selected as a set across all dimensions of impact. When possible, the selection of metrics to measure and describe the five dimensions should be based on best practice and evidence.",Waste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,X,X,X,,,,,X,X,Product Impact,Quality & Performance,"IRIS, 2021. Hazardous Waste Avoided (PI2073). v5.2.",Metric,,"Product/Service, Organization",Flow,Unit of Measure (PD1602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,X,,,,X,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,X,,,,,,X,,,,,X,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,
OI4061,Healthcare Benefits Participants,Number of employees who received healthcare benefits through the organization’s programs during the reporting period.,Organizations should footnote the types of benefits provided. See usage guidance for further information.,,"This metric is intended to capture how many employees received healthcare through the organization’s benefits during the reporting period. Types of healthcare benefits provided by the organization could include primary care, outpatient care, inpatient care, maternal services, dental care, vision care, hearing care, prescription drugs, prenatal care, mental health services, family planning, and preventative screening, among others. Organizations should footnote which types of benefits are provided.

This metric is multi-dimensional with regard to the five dimensions of impact: it may help describe the WHO dimension when the stakeholder group represented by the metric is the stakeholder group targeted by the investment or organization. It may also help measure the HOW MUCH Scale dimension, which helps estimate the number of the targeted stakeholders experiencing the outcome. For more on the alignment of IRIS metrics to the five dimensions of impact, see IRIS+ and the Five Dimensions of Impact (https://iris.thegiin.org/document/iris-and-the-five-dimensions/). No single metric is sufficient to understand an impact; rather, metrics are selected as a set across all dimensions of impact. When possible, the selection of metrics to measure and describe the five dimensions should be based on best practice and evidence.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,Operational Impact,Employees,"IRIS, 2021. Healthcare Benefits Participants (OI4061). v5.2.",Metric,,Organization,Flow,Unit Referenced within Metric Definition,,X,,,,X,X,,,,,,,,,,,,X,X,,X,X,X,,X,X,X,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,X,,,,,,,,,,,,,,X,X,X,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,
OI1503,Healthcare Benefits Premium Covered,"Percentage of a full-time employee's healthcare premium that is covered by the organization or third parties, based on benefits available to full-time employees as of the end of the reporting period.","Organizations should footnote all assumptions used, including source of data. See usage guidance for further information.",,"This metric is intended to capture the share of healthcare premiums covered for employees, whether covered directly by the organization or by regional governmental programs in the region of operations. Organizations should provide a weighted average by number of employees if the percentage differs among them.

Subtracting this percentage from 1 (one) would give the percentage that employees were responsible for covering.

In some contexts, this metric can serve as an indicator of whether the outcome being sought by an investor or organization is occurring (the WHAT dimension of impact). For more on the alignment of IRIS metrics to the five dimensions of impact, see IRIS+ and the Five Dimensions of Impact (https://iris.thegiin.org/document/iris-and-the-five-dimensions/). No single metric is sufficient to understand an impact; rather, metrics are selected as a set across all dimensions of impact. When possible, the selection of metrics to measure and describe the five dimensions should be based on best practice and evidence.",Cross-Category,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,Operational Impact,Social Policies,"IRIS, 2021. Healthcare Benefits Premium Covered (OI1503). v5.2.",Metric,,Organization,Stock,Decimal,,X,,,,X,,,,,,,,,,,,,X,X,,X,X,X,,X,X,X,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,X,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,
PI3902,Healthcare Crude Coverage,Percentage of the organization's clients (patients) who received necessary health intervention(s) during the reporting period.,"Organizations should footnote the expected time frame and clinical protocols that define a completed treatment, in addition to all other assumptions used. See usage guidance for further information.",=  Client Individuals: Total (PI4060) / Number of patients who were in need of treatment during the reporting period × 100,"This metric is intended to capture the percentage of patients who received treatment that they needed during the reporting period.
The denominator of this calculation is the number of clients who needed treatment during the reporting period.

Examples of interventions to which this metric might apply include the following:

- Percentage of pregnant patients who attended required antenatal care visits during the reporting period.
- Percentage of patients who received counseling during the reporting period.

Healthcare Crude Coverage (PI3902) is an input into Healthcare Effective Coverage (PI7191) – crude coverage is a simple measure of percent of patients needing treatment who received it during the reporting period, while effective coverage includes a measure of quality. Both can be applied at a national, individual, or organizational level; investors are encouraged to apply them at the level of the investee company. While crude coverage is more widely used, experts are increasingly encouraging use of the quality-inclusive effective coverage measure. For further details on these measures and practical application in the investment context, see IADB’s ""The Use of Effective Coverage in the Evaluation of Maternal and Child Health Programs: A Technical Note for the IDB’s Social Protection and Health” (https://publications.iadb.org/publications/english/document/The-Use-of-Effective-Coverage-in-the-Evaluation-of-Maternal-and-Child-Health-Programs-A-Technical-Note-for-the-IDB-Social-Protection-and-Health-Division.pdf) and “Effective coverage as a new approach to health system performance assessment: a scoping review” (https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-018-3692-7). For background on the measure itself, see “Access, utilization, quality, and effective coverage: an integrated conceptual framework and measurement strategy” (https://www.sciencedirect.com/science/article/abs/pii/S0277953604006070?via%3Dihub).

In specific contexts, and based on evidence, this metric may serve as a proxy indicator of whether the outcome being sought by an investor or organization is occurring (the WHAT dimension of impact). For more on the alignment of IRIS metrics to the five dimensions of impact, see IRIS+ and the Five Dimensions of Impact (https://iris.thegiin.org/document/iris-and-the-five-dimensions/). No single metric is sufficient to understand an impact; rather, metrics are selected as a set across all dimensions of impact. When possible, the selection of metrics to measure and describe the five dimensions should be based on best practice and evidence.",Health,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,X,Product Impact,Quality & Performance,"IRIS, 2021. Health Intervention Completion Rate (PI3902). v5.2.",Metric,,"Product/Service, Organization",Flow,Decimal,,X,,,,X,,,,,,,,,,,,,X,X,X,X,X,X,,X,X,X,,,X,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
PI7191,Healthcare Effective Coverage,Percentage of the organization's clients (patients) who received necessary health intervention(s) during the reporting period.,"Organizations should footnote the expected time frame and clinical protocols that define a completed treatment, in addition to all other assumptions used. See usage guidance for further information.",= (Client Individuals: Total (PI4060) / Number of patients who were in need of treatment during the reporting period) × Quality of the intervention (see usage guidance for detail),"This metric is intended to capture the proportion of patients that are eligible for an intervention that receive that intervention and then go on to benefit from it. For a detailed explanation of this measure, see “Effective Coverage: A Metric for Monitoring Universal Health Coverage” (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4171091/#:~:text=Effective%20coverage%2C%20which%20unites%20individual,tracking%20progress%20towards%20achieving%20UHC).

Healthcare Crude Coverage (PI3902) is an input into Healthcare Effective Coverage (PI7191) – crude coverage is a simple measure of percent of patients needing treatment who received it during the reporting period, while effective coverage includes a measure of quality. Both can be applied at a national, individual, or organizational level; investors are encouraged to apply them at the level of the investee company. While crude coverage is more widely used, experts are increasingly encouraging use of the quality-inclusive effective coverage measure. However, there are not, as of yet, broadly standardized ratios for the “quality of the intervention” element of the calculation. IRIS users are encouraged to document all assumptions used in calculating this measure as well as to use existing publications such as the following to inform their approaches: 
-	IADB’s ""The Use of Effective Coverage in the Evaluation of Maternal and Child Health Programs: A Technical Note for the IDB’s Social Protection and Health” (https://publications.iadb.org/publications/english/document/The-Use-of-Effective-Coverage-in-the-Evaluation-of-Maternal-and-Child-Health-Programs-A-Technical-Note-for-the-IDB-Social-Protection-and-Health-Division.pdf)
-	“Effective coverage as a new approach to health system performance assessment: a scoping review” (https://bmchealthservres.biomedcentral.com/articles/10.1186/s12913-018-3692-7#:~:text=In%20their%20work%2C%20effective%20coverage%20combines%20three%20widely,which%20is%20actually%20delivered%20%5B%201%2C%2010%20%5D). 
-	“Access, utilization, quality, and effective coverage: an integrated conceptual framework and measurement strategy” (https://www.sciencedirect.com/science/article/abs/pii/S0277953604006070?via%3Dihub).

In specific contexts, and based on evidence, this metric may serve as a proxy indicator of whether the outcome being sought by an investor or organization is occurring (the WHAT dimension of impact). For more on the alignment of IRIS metrics to the five dimensions of impact, see IRIS+ and the Five Dimensions of Impact (https://iris.thegiin.org/document/iris-and-the-five-dimensions/). No single metric is sufficient to understand an impact; rather, metrics are selected as a set across all dimensions of impact. When possible, the selection of metrics to measure and describe the five dimensions should be based on best practice and evidence.",Health,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,X,Product Impact,,"IRIS, 2022. Healthcare Effective Coverage (PI7191). v5.3.",,,Product/Service,Flow,Number of Metric Tons of CO2 Equivalent,,X,,,,,,X,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
PI1017,Healthcare Facilities,Number of healthcare units/facilities under the organization's management as of the end of the reporting period.,Organizations should footnote all assumptions used.,,"This metric is intended to capture the number of healthcare facilities managed by the organization. Organizations are encouraged to report the number and design of facilities built in their operations manual or impact report.

Organizations should also align their facility counts with state or international standards.",Health,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,X,Product Impact,Quality & Performance,"IRIS, 2021. Healthcare Facilities (PI1017). v5.2.",Metric,,"Product/Service, Organization",Stock,Unit Referenced within Metric Definition,,X,,,,X,,,,,,,,,,,,,X,X,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2362,Historically Marginalized Wage Equity,Ratio of the average wage paid for a specified position to employees of the organization who belong to groups historically marginalized on the basis of race and/or ethnicity compared to the average wage paid to employees of the organization who do not belong to these groups but have the same position during the reporting period.,"Organizations should footnote all assumptions used, including details about the position used in the calculation. See usage guidance for further information.",= Average wage paid to historically marginalized employees in a specified position / Average wage paid to employees who are not historically marginalized in the same position.,"This metric is intended to capture the disparity—if any—between employees from groups historically marginalized on the basis of race and/or ethnicity compared to other employees who are not from groups historically marginalized on the basis of race and/or ethnicity. If the average wages paid to both groups on average were the same, the ratio would be 1. Organizations should use Target Stakeholder Demographic (PD5752) to disaggregate these groups. 

This ratio can be calculated based on salaried employees with fixed wages or on employees with variable salaries (such as hourly, daily, weekly, other specified time cycle, or other specified parameter).

Organizations should footnote the specific position used in calculating this ratio, including whether the position is a managerial or non-managerial role. Organizations reporting this metric for multiple positions are encouraged to report these various data points for historically marginalized wage equity and to specify the position to which each data point corresponds.

While this metric helps organizations begin to understand historically marginalized wage equity in their operations, organizations are cautioned that other factors may affect the data collected. For example, the average wages reported for this metric may only be meaningful if multiple individuals both within and without groups historically marginalized on the basis of race and/or ethnicity have similar positions within the organization. Employee education, experience, and tenure at the organization, among other factors, may also influence wage disparities.

This metric is multidimensional with regard to the five dimensions of impact. In some contexts, this metric can serve as an indicator of whether the outcome being sought by an investor or organization is occurring (the WHAT dimension of impact). This metric may also help describe the HOW MUCH Scale dimension, which helps estimate the number of the targeted stakeholders experiencing the outcome. For more on the alignment of IRIS metrics to the five dimensions of impact, see IRIS+ and the Five Dimensions of Impact (https://iris.thegiin.org/document/iris-and-the-five-dimensions/). No single metric is sufficient to understand an impact; rather, metrics are selected as a set across all dimensions of impact. The selection of metrics to measure and describe the five dimensions should be based on best practice and evidence.",Cross-Category,X,,,,,,,,,,,,,X,,X,,,X,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,X,Operational Impact,Wages,"IRIS, 2021. Minority/Previously Excluded Wage Equity (OI2362). v5.2.",Metric,,Organization,Flow,Decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,X,,,,,X,,,,,X,X,,,,,,,,,,
